id,Descripción,Link
563,una flecha para el soplete en las manos del hombre nativo del pueblo amazónico del ecuador ,https://media.istockphoto.com/id/1201307925/es/foto/una-flecha-para-el-soplete-en-las-manos-del-hombre-nativo-del-pueblo-amaz%C3%B3nico-del-ecuador.jpg?s=612x612&w=0&k=20&c=6jAx8MsV75FmPIOZQ5DxaPngk4RPfPDjCZUAwHRmpLw=
564,"curandero indígena (chamán) de amazonia, ecuador ",https://media.istockphoto.com/id/1216307191/es/foto/curandero-ind%C3%ADgena-de-amazonia-ecuador.jpg?s=612x612&w=0&k=20&c=xL8ogLAFbXLz6-FCVHSRg3E1P2zGNQ8Zxfq_etsupso=
565,"hombre tribal rema canoa a través del estrecho canal de remansos del río amazonas, ecuador, américa del sur. ",https://media.istockphoto.com/id/1358994844/es/foto/hombre-tribal-rema-canoa-a-trav%C3%A9s-del-estrecho-canal-de-remansos-del-r%C3%ADo-amazonas-ecuador.jpg?s=612x612&w=0&k=20&c=X9iX88CCdXfbTBqwskChlFrGFLZxzamQbTY_ilT_-w4=
566,"mujer indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/889470634/es/foto/mujer-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=KLz2tqyqQ3LF26yj5Y-B0-XC0fDyemwdCuVgSt17N8w=
567,"indígena brasileña joven, retrato de tupí guaraní, origen étnico, en una choza ",https://media.istockphoto.com/id/1019098564/es/foto/ind%C3%ADgena-brasile%C3%B1a-joven-retrato-de-tup%C3%AD-guaran%C3%AD-origen-%C3%A9tnico-en-una-choza.jpg?s=612x612&w=0&k=20&c=2RXMewBzXT29pyyyZ9eLtv2jnUN2zw-Sf1BVhWRBXSo=
568,chamán en la selva de ecuador ,https://media.istockphoto.com/id/1140815185/es/foto/cham%C3%A1n-en-la-selva-de-ecuador.jpg?s=612x612&w=0&k=20&c=CA1fwzyOQFd3dFjYgXJk306340OD6tGeEnSs0XgsPWs=
569,chamán en la selva de ecuador ,https://media.istockphoto.com/id/1140815171/es/foto/cham%C3%A1n-en-la-selva-de-ecuador.jpg?s=612x612&w=0&k=20&c=-NnAsBTIn_n1hpynB_fYC_86iaURnBR2aU1HQucy63o=
570,"atractivo hombre indio brasileño de tribe en el amazonas, brasil ",https://media.istockphoto.com/id/500874298/es/foto/atractivo-hombre-indio-brasile%C3%B1o-de-tribe-en-el-amazonas-brasil.jpg?s=612x612&w=0&k=20&c=m2mrMn0os_Fwc1BYdyQJXd6VkgaH4L7eqFvUeuVY58c=
571,nativo retrato de mujer de brasil ,https://media.istockphoto.com/id/497749378/es/foto/nativo-retrato-de-mujer-de-brasil.jpg?s=612x612&w=0&k=20&c=Ybr6WsKTy9FeWVaM5k8B9yC7n7tJ3Da6DGfOzmYwx8k=
572,hombres indígenas fumando pipa en la oscuridad ,https://media.istockphoto.com/id/1392107130/es/foto/hombres-ind%C3%ADgenas-fumando-pipa-en-la-oscuridad.jpg?s=612x612&w=0&k=20&c=bHqR3qSGuDLF9OKt-4WQ5uCSzwSE0oLyY2YRDge-szM=
573,hombre de amazon ,https://media.istockphoto.com/id/476098131/es/foto/hombre-de-amazon.jpg?s=612x612&w=0&k=20&c=X7j-AwG6JkCkePaleqHhh4u4VDX_tqYk1vJ77HEwb-k=
574,nativo brasileño retrato de mujeres ,https://media.istockphoto.com/id/497753204/es/foto/nativo-brasile%C3%B1o-retrato-de-mujeres.jpg?s=612x612&w=0&k=20&c=MR-eYhtiekL8svzjfaZoPLYUS_l_cTIbTBX3Q-mDF-c=
575,"mujer boliviana con sombrero en las calles de rurrenabaque, bolivia ",https://media.istockphoto.com/id/818142060/es/foto/mujer-boliviana-con-sombrero-en-las-calles-de-rurrenabaque-bolivia.jpg?s=612x612&w=0&k=20&c=3Grjy7d_CA6LabM5Kqp87s1Yrc5b6BfzbKcfrT2KFWU=
576,hombre indígena sosteniendo serpiente gigante ,https://media.istockphoto.com/id/1194667027/es/foto/hombre-ind%C3%ADgena-sosteniendo-serpiente-gigante.jpg?s=612x612&w=0&k=20&c=-RjQ1bMizdDf1axV16H_899Z8FhWlR-MRq50WWjHZUk=
577,joven indígena hombre fumando en una pipa de fresca. ,https://media.istockphoto.com/id/985624236/es/foto/joven-ind%C3%ADgena-hombre-fumando-en-una-pipa-de-fresca.jpg?s=612x612&w=0&k=20&c=Xdl2-uaoDRp7zWpz-R5VpF_wSt04umS2dke2lJX58XQ=
578,hombre brasileño nativo de tupi guarani tribu en brasil (indio) ,https://media.istockphoto.com/id/890135360/es/foto/hombre-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-en-brasil.jpg?s=612x612&w=0&k=20&c=ievRz7kDhsCe3P5kI0JC2elbSV9M70KvswapJNJ91IU=
579,un hombre nativo indígena de brasil dispara una flecha ,https://media.istockphoto.com/id/1129586498/es/foto/un-hombre-nativo-ind%C3%ADgena-de-brasil-dispara-una-flecha.jpg?s=612x612&w=0&k=20&c=0e0kJ2ZgnNZeqeqvrepSdkhtvX8pXP1TeGz4eEWHQRE=
580,turismo mujer disfrazada como indígenas en la selva ,https://media.istockphoto.com/id/1018508618/es/foto/turismo-mujer-disfrazada-como-ind%C3%ADgenas-en-la-selva.jpg?s=612x612&w=0&k=20&c=Ix4eVPWxFyC8jv4nPHgNGyX2vNeriOhjSBom6ESKPvE=
581,"mujer, turista tomando fotos en el albergue en banos, ecuador ",https://media.istockphoto.com/id/1201888963/es/foto/mujer-turista-tomando-fotos-en-el-albergue-en-banos-ecuador.jpg?s=612x612&w=0&k=20&c=DyOen8kaIOmgS2apTlCV3eDUPhETMlaYXjHPiG7fBJI=
582,mujer indígena de la tribu arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392217578/es/foto/mujer-ind%C3%ADgena-de-la-tribu-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=LRbX5bS53ht4gpheBQKBkrGfhFvuqw3_dN3VCJqr6oU=
583,anciano de la tribu indígena arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392215969/es/foto/anciano-de-la-tribu-ind%C3%ADgena-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=3SzegQe_twZxmZfkDbfExPtt_xfclSLDB68hBd-eotk=
584,"mujer de la tribu tupí guaraní en manaus, brasil ",https://media.istockphoto.com/id/889470672/es/foto/mujer-de-la-tribu-tup%C3%AD-guaran%C3%AD-en-manaus-brasil.jpg?s=612x612&w=0&k=20&c=auyiBfKvkaWGbcoiyUEDKsAPzc1VEe6FLMG1itvWzh8=
585,"niña indígena de tribu tupí guaraní en manaus, brasil ",https://media.istockphoto.com/id/889470668/es/foto/ni%C3%B1a-ind%C3%ADgena-de-tribu-tup%C3%AD-guaran%C3%AD-en-manaus-brasil.jpg?s=612x612&w=0&k=20&c=P2BTY2NW2qt8F-LNyrRwJ7U4iYC7vhRHARK1zaQffXY=
586,sonriente hombre indio ,https://media.istockphoto.com/id/144209549/es/foto/sonriente-hombre-indio.jpg?s=612x612&w=0&k=20&c=jzpuX0u5oK4zayv6katM7bl9gUwFy-bZSoMZITCMrvI=
587,"niño brasileño nativo de tupi guarani tribu, brasil ",https://media.istockphoto.com/id/890135446/es/foto/ni%C3%B1o-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-brasil.jpg?s=612x612&w=0&k=20&c=SfoCgA09lyBTXurHvTJ6a7akHoT1IBj5uFMRLNZuNwg=
588,"niño brasileño nativo de tupi guarani tribu, brasil ",https://media.istockphoto.com/id/890135450/es/foto/ni%C3%B1o-brasile%C3%B1o-nativo-de-tupi-guarani-tribu-brasil.jpg?s=612x612&w=0&k=20&c=O4T-gpK_a_pxXfZSQlgTf58WTEE-Sm9UswWetgz3yAk=
589,"hombre indígena de tribu tupí guaraníes en la selva, brasil ",https://media.istockphoto.com/id/890127234/es/foto/hombre-ind%C3%ADgena-de-tribu-tup%C3%AD-guaran%C3%ADes-en-la-selva-brasil.jpg?s=612x612&w=0&k=20&c=hXbDPcL4N9gB6okoAxQn9RhL6j2ZnFSDQ7YdyXyA67I=
590,indígenas brasileño joven explorando la selva ,https://media.istockphoto.com/id/1019098078/es/foto/ind%C3%ADgenas-brasile%C3%B1o-joven-explorando-la-selva-de-la-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=vL6T3XsRII_z5gVy_VqruZFxHU1rkl_RaTjBtjiib3M=
591,niña indígena wayuri con vestido tradicional mira a la cámara en la selva amazónica ecuatoriana ,https://media.istockphoto.com/id/2158164057/es/foto/ni%C3%B1a-ind%C3%ADgena-wayuri-con-vestido-tradicional-mira-a-la-c%C3%A1mara-en-la-selva-amaz%C3%B3nica-ecuatoriana.jpg?s=612x612&w=0&k=20&c=4YpcTdV6EBSJHEjb3hINzMOFdV0WrBwHrv4PYImDb-o=
592,un joven indígena con un frijol navega en una canoa por un río ,https://media.istockphoto.com/id/2159834984/es/foto/un-joven-ind%C3%ADgena-con-un-frijol-navega-en-una-canoa-por-un-r%C3%ADo.jpg?s=612x612&w=0&k=20&c=y_j4jDTXTF-mRnA5-tvqfIcFjh8D_ibzXsBOXbCjdIo=
593,nativo brasileño hombre viejo jugando acanaladura de madera ,https://media.istockphoto.com/id/497710660/es/foto/nativo-brasile%C3%B1o-hombre-viejo-jugando-acanaladura-de-madera.jpg?s=612x612&w=0&k=20&c=R7AyvTSmI33kRorYlZ0L9dCd9FHLnzQCSaRXA0t9FnY=
594,"hombre indígena de pipas de tribu tupí guaraní en el bosque, brasil ",https://media.istockphoto.com/id/890135496/es/foto/hombre-ind%C3%ADgena-de-pipas-de-tribu-tup%C3%AD-guaran%C3%AD-en-el-bosque-brasil.jpg?s=612x612&w=0&k=20&c=KRtbARysPPU7jBrUN7Gou3SL40p6Q3JzaNHNYJni1SY=
595,"linda mujer india de brasil de tribe en el amazonas, brasil ",https://media.istockphoto.com/id/500874266/es/foto/linda-mujer-india-de-brasil-de-tribe-en-el-amazonas-brasil.jpg?s=612x612&w=0&k=20&c=4-Os_n_Hi27a7ZZS02aUe-E5xDH01fks92a6t5WgK8c=
596,"portreit de mujer nativa kichwa de nacionalidad shuar, ecuador ",https://media.istockphoto.com/id/1275688019/es/foto/portreit-de-mujer-nativa-kichwa-de-nacionalidad-shuar-ecuador.jpg?s=612x612&w=0&k=20&c=SIVziZgNzzXVCHQ0n18i6EE1tDxjAhgIkrFtU6_G6Ek=
597,mujer embarazada latina ,https://media.istockphoto.com/id/920702000/es/foto/mujer-embarazada-latina.jpg?s=612x612&w=0&k=20&c=GjeCJe_1grIQfhwd31aH1HXCQ1L7xpX3OA5G6TVEgJ4=
598,"joven turista latino bebiendo wayusa en kichwa o guayusa en español en una pequeña comunidad en medio de la selva tropical en alguna parte de la región amazónica en ecuador, cerca de perú y brasil. ",https://media.istockphoto.com/id/1384294877/es/foto/joven-turista-latino-bebiendo-wayusa-en-kichwa-o-guayusa-en-espa%C3%B1ol-en-una-peque%C3%B1a-comunidad.jpg?s=612x612&w=0&k=20&c=QS0zGmPtmUU4u-nGwDbSnyjuiZ3YMZ_Y-lVS0GnMkKc=
599,mono interactuando con mujer indígena ,https://media.istockphoto.com/id/1392313174/es/foto/mono-interactuando-con-mujer-ind%C3%ADgena.jpg?s=612x612&w=0&k=20&c=9DoleTUvc2soQDiq0gNuePhArMoclzsq7MIoU39us4I=
600,arte de belleza salvaje retrato bronceado mujer cuerpo arte ,https://media.istockphoto.com/id/1323294963/es/foto/arte-de-belleza-salvaje-retrato-bronceado-mujer-cuerpo-arte.jpg?s=612x612&w=0&k=20&c=Ht5BBROVkc2k_320D171v-CpnL0-5hvHfY4c_qX1CPU=
601,indígenas brasileños joven retrato de etnia guaraní ,https://media.istockphoto.com/id/1018401698/es/foto/ind%C3%ADgenas-brasile%C3%B1os-joven-retrato-de-etnia-guaran%C3%AD.jpg?s=612x612&w=0&k=20&c=sdGkCj6rl3HP_C0Fud9biz35rTdv3cPPbI49jEc3sHA=
602,anciano chamán indígena de nacionalidad cofan fumando tabaco mientras realizaba un ritual de curación en la selva amazónica ,https://media.istockphoto.com/id/1278455792/es/foto/anciano-cham%C3%A1n-ind%C3%ADgena-de-nacionalidad-cofan-fumando-tabaco-mientras-realizaba-un-ritual-de.jpg?s=612x612&w=0&k=20&c=7mcq6b9QDikn-6Z_fC8-QYWUjsz2NQill3LzbXfcSEI=
603,mujer indígena de la tribu arawete en la amazonía brasileña ,https://media.istockphoto.com/id/1392216962/es/foto/mujer-ind%C3%ADgena-de-la-tribu-arawete-en-la-amazon%C3%ADa-brasile%C3%B1a.jpg?s=612x612&w=0&k=20&c=Hl1O-V9UAi-3svvr2HNOTUcA36pq4-a6jGzzEoPWWuk=
604,mujer tallas grandes zen ,https://media.istockphoto.com/id/897070224/es/foto/mujer-tallas-grandes-zen.jpg?s=612x612&w=0&k=20&c=SYQ2uANm1L203Z1F1iBu44xdp9SXWzwi8XAqgYueubU=
605,una mujer indígena nativa participa en el concurso de belleza de los i juegos indígenas del mundo ,https://media.istockphoto.com/id/1130788872/es/foto/una-mujer-ind%C3%ADgena-nativa-participa-en-el-concurso-de-belleza-de-los-i-juegos-ind%C3%ADgenas-del.jpg?s=612x612&w=0&k=20&c=6Niu9J7wnA0hUoAStSsJZnbuf7ffNpJRsVwyIZadFjo=
606,una mujer indígena nativa participa en el concurso de belleza de los i juegos indígenas del mundo ,https://media.istockphoto.com/id/1130450257/es/foto/una-mujer-ind%C3%ADgena-nativa-participa-en-el-concurso-de-belleza-de-los-i-juegos-ind%C3%ADgenas-del.jpg?s=612x612&w=0&k=20&c=h-GyKON3CcM9dSdVKO5bDgLuozTcR50gvVXHbdZrsEI=
607,"
bella joven peruana de la cultura yanesha posando con vestidos, joyas, maquillaje, ropa y accesorios diseñados con iconografía asháninka en la naturaleza",https://www.shutterstock.com/image-photo/beautiful-young-peruvian-woman-yanesha-600nw-2335635845.jpg
608,silueta de un hombre nativo remando canoa en el agua tranquila del atardecer,https://www.shutterstock.com/image-photo/silhouette-native-man-paddling-canoe-600nw-2368885275.jpg
609,hombre indígena nadando en selva amazónica en bote hecho a mano,https://www.shutterstock.com/image-photo/native-tribal-man-swimming-amazonia-600nw-2102452261.jpg
610,"el chamán de la tribu pataxó, con la toalla de plumas y fumando una pipa. indios brasileños mirando a la derecha",https://www.shutterstock.com/image-photo/shaman-tribe-wearing-feather-headdress-600nw-1940396674.jpg
611,mujer indígena de la tribu huitoto de la amazonía colombiana frente a una maloka con una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-huitoto-tribe-colombian-600nw-1864417603.jpg
612,"cuenca, ecuador - 3 de noviembre de 2022: feria de artesanía de la provincia de pastaza. dos mujeres indígenas de nacionalidad huaorani (waorani) con ropa típica y pintura facial representan la artesanía hecha de fibra de palma.",https://www.shutterstock.com/image-photo/cuencaecuador-november-3-2022-craft-600nw-2503462679.jpg
613,"reserva de vida silvestre cuyabeno, ecuador - 24 de enero de 2023: chamán siona en el pueblo indígena de puerto bolívar",https://www.shutterstock.com/image-photo/cuyabeno-wildlife-reserve-ecuador-january-600nw-2521138257.jpg
614,mujer indígena de la tribu huitoto de la amazonía colombiana frente a una maloka con una canasta tradicional,https://www.shutterstock.com/image-photo/indigenous-woman-huitoto-tribe-colombian-600nw-1864413091.jpg
615,"atalaia de nord, amazonas, brasil - 7 de diciembre de 2017: mujer mayor tribal en un pequeño bote de madera contra el telón de fondo de árboles que se elevan desde el agua sobre una laguna en el amazonas. amazonia. latina américa",https://www.shutterstock.com/image-photo/atalaia-de-nord-amazonas-brazil-600nw-2499131985.jpg
616,"alalapadu, surinam - 16 de noviembre de 2016: un pequeño grupo de mujeres y niños indígenas caminan a través de una aldea indígena en la selva amazónica surinamesa hacia casas de madera tradicionales.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-16th-2016-600nw-2472834921.jpg
617,"hombre indígena del grupo étnico dessana o tukuya siendo fotografiado de perfil en su comunidad cerca de árboles y un arroyo. ciudad de manaus, brasil 23 de junio de 2023",https://www.shutterstock.com/image-photo/indigenous-man-dessana-tukuya-ethnic-600nw-2479630979.jpg
618,hombre huaorani preparando su loro waorani reserva yasuni parque nacional ecuador,https://www.shutterstock.com/image-photo/huaorani-indigenous-male-amazonia-region-600nw-1675696057.jpg
619,"alalapadu, surinam - 18 de noviembre de 2016: niños indígenas con uniformes escolares se sientan en un salón de clases en una aldea indígena en la selva amazónica. una chica mira a su alrededor, en la pizarra son sumas",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18-2016-600nw-2476781255.jpg
620,"niña indígena wayuri de ecuador sentada en el piso de una cabaña, vestida con su tradicional vestido de paja. esta imagen captura la esencia serena y cultural de la tribu wayuri",https://www.shutterstock.com/image-photo/indigenous-wayuri-girl-ecuador-sits-600nw-2477420787.jpg
621,"una joven indígena wayuri pinta el rostro de un turista con achiote, siguiendo la tradición de los guerreros amazónicos en la amazonía ecuatoriana. esta imagen captura un momento de intercambio cultural",https://www.shutterstock.com/image-photo/young-wayuri-indigenous-girl-paints-600nw-2477420793.jpg
622,"hombre indígena del grupo étnico dessana siendo fotografiado a orillas de un río en la selva amazónica. ciudad de manaus, brasil 26 de junio de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-ethnic-group-600nw-2481082307.jpg
623,amazonia. latina américa - 5 de diciembre de 2018: retrato de una niña habitante de la selva amazónica. en el ferry que va de santa rosa a iquitos. perú,https://www.shutterstock.com/image-photo/amazonia-latin-america-dec-5-600nw-2478523271.jpg
624,"tres hombres indígenas de la amazonía brasileña de la tribu tuyuka en su comunidad sonriendo por fotos con sus trajes tradicionales y pintándose sus rostros. ciudad de manaos, brasil, 7 de junio de 2024",https://www.shutterstock.com/image-photo/three-indigenous-men-brazilian-amazon-600nw-2473378675.jpg
625,"alalapadu, surinam - 18 de noviembre de 2016: un joven indígena bebe cerveza de mandioca de una calabaza en un pueblo indígena en la selva amazónica surinamesa.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472391635.jpg
626,acercamiento de la mujer indígena brasileña a una tribu indígena en la amazonía,https://www.shutterstock.com/image-photo/closeup-face-native-brazilian-woman-600nw-642706408.jpg
627,"kwamalasamutu, surinam - 25 de noviembre de 2016: un hombre indígena camina junto a una canoa flotante en un río poco profundo en la selva tropical. al fondo otra canoa con hombres caminando es visible",https://www.shutterstock.com/image-photo/kwamalasamutu-suriname-november-25-2016-600nw-2483592981.jpg
628,"hombre indígena del grupo étnico dessana siendo fotografiado a orillas de un río en la selva amazónica. ciudad de manaus, brasil 26 de junio de 2024",https://www.shutterstock.com/image-photo/indigenous-man-dessana-ethnic-group-600nw-2481082309.jpg
629,"tres hombres indígenas de la amazonía brasileña de la tribu tuyuka en su comunidad sonriendo por fotos con sus trajes tradicionales y pintándose sus rostros. ciudad de manaos, brasil, 7 de junio de 2024",https://www.shutterstock.com/image-photo/three-indigenous-men-brazilian-amazon-600nw-2472586537.jpg
630,"alalapadu, surinam - 17 de noviembre de 2016: una mujer indígena con decoración de plumas en la cáscara de su pelo pela mandioca en un pueblo indígena en la selva amazónica de surinam.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472398387.jpg
631,"alalapadu, surinam - 17 de noviembre de 2016: una mujer indígena carga una grande canasta de raíces de mandioca en su espalda en una aldea indígena en la selva amazónica surinamesa.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-17th-2016-600nw-2472356625.jpg
632,"los ojos de una mujer indígena brasileña. ciudad de manaus, estado de amazonas, brasil 22 de julio de 2022.",https://www.shutterstock.com/image-photo/indigenous-woman-dessana-ethnic-group-600nw-2181423793.jpg
634,"alalapadu, surinam - 18 de noviembre de 2016: niños indígenas en una aldea indígena en la selva amazónica surinamesa juegan con un kayak en un arroyo. un niño está remando, otro está en el agua.",https://www.shutterstock.com/image-photo/alalapadu-suriname-november-18th-2016-600nw-2472814843.jpg
635,"un hombre indígena rema pacíficamente en una canoa, explorando las calmas aguas de la selva amazónica al amanecer.",https://www.shutterstock.com/image-photo/indigenous-man-paddles-peacefully-canoe-600nw-2407630351.jpg
636,"orinoco, venezuela - 11-23-2021: niños indígenas orinoco nativos nadando en canoa de madera tradicional",https://www.shutterstock.com/image-photo/orinoco-venezuela-11232021-native-indigenous-600nw-2105316641.jpg
637,manifestación de una mujer indígena haciendo la tradicional chicha con yuca en la amazonía,https://www.shutterstock.com/image-photo/demonstration-indigenous-woman-making-traditional-600nw-2243612867.jpg
638,"collares de guijarros blancos en el pecho de una mujer indígena. ciudad de manaus, estado de amazonas, brasil 22 de julio de 2022.",https://www.shutterstock.com/image-photo/indigenous-couple-desana-ethnic-group-600nw-2181445113.jpg
639,"hombre nativo amazónico, cacique de una tribu indígena en su choza (leticia, la amazonía colombiana)",https://www.shutterstock.com/image-photo/native-amazonian-man-cacique-indigenous-600nw-657255169.jpg
640,clausura de hombre indígena brasileño,https://www.shutterstock.com/image-photo/closeup-native-brazilian-indian-man-600nw-642706312.jpg
641,"hombre adulto indígena en canoa de madera típica, elegido de un solo árbol navegando aguas turbias de la selva primaria amazónica ecuatoriana
",https://www.shutterstock.com/image-photo/amazonian-indigenous-tribe-paddles-their-600nw-265993244.jpg
642,"hombre adulto indígena en canoa de madera típica, elegido de un solo árbol navegando aguas turbias de la selva primaria amazónica ecuatoriana
",https://www.shutterstock.com/image-photo/vibrant-village-heart-amazon-rainforest-600nw-264079196.jpg
643,"chamán en la amazonía ecuatoriana durante una verdadera ceremonia ayahuasca publicó imágenes como se vio en abril de 2015
",https://www.shutterstock.com/image-photo/ancient-indigenous-tribe-amazon-ecuador-600nw-268016870.jpg
644,"hombre de la etnia dessana del amazonas con un tocado de pie mirando al fotógrafo con las casas de su comunidad en el fondo. ciudad de manaus, brasil 9 de julio de 2024",https://www.shutterstock.com/image-photo/man-dessana-ethnic-group-amazon-600nw-2486826071.jpg
645,"grupo étnico de mujeres indígenas brasileñas celebra el día internacional de los pueblos indígenas con canciones tradicionales y bailes con disfraces típicos - río de janeiro, brasil 08.12.2023",https://www.shutterstock.com/image-photo/brazilian-indigenous-woman-ethnic-group-600nw-2351539519.jpg
646,"mujer indígena brasileña de grupo étnico celebra el día internacional de los pueblos indígenas con canciones tradicionales y bailes con disfraces típicos - río de janeiro, brasil 08.12.2023",https://www.shutterstock.com/image-photo/brazilian-indigenous-woman-ethnic-group-600nw-2355428885.jpg
647,"orinoco, venezuela - 11-23-2021: niños indígenas orinoco nativos nadando en canoa de madera tradicional",https://www.shutterstock.com/image-photo/orinoco-venezuela-11232021-native-indigenous-600nw-2106771485.jpg
648,"chamán en la amazonía ecuatoriana durante una verdadera ceremonia ayahuasca publicó imágenes como se vio en abril de 2015
",https://www.shutterstock.com/image-photo/mayan-shaman-performs-ayahuasca-ceremony-600nw-268016867.jpg
